id;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country
966;61; Private;125155; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
967;53; Self-emp-not-inc;263925; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; Canada
968;30; Private;296453; Bachelors;13; Married-civ-spouse; Adm-clerical; Husband; White; Male;7298;0;40; United-States
969;52; Self-emp-not-inc;44728; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;55; United-States
970;38; Private;193026; Some-college;10; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; Iran
971;32; Private;87643; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
972;30; Self-emp-not-inc;106742; 12th;8; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;75; United-States
973;41; Private;302122; Assoc-voc;11; Divorced; Craft-repair; Not-in-family; White; Female;0;0;40; United-States
974;49; Local-gov;193960; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1902;40; United-States
975;45; Private;185385; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;47; United-States
976;43; Self-emp-not-inc;277647; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;35; United-States
977;61; Private;128848; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;3471;0;40; United-States
978;54; Private;377701; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;32; Mexico
979;34; Private;157886; Assoc-acdm;12; Separated; Other-service; Unmarried; White; Female;0;0;40; United-States
980;49; Private;175958; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;80; United-States
981;38; Private;223004; Some-college;10; Never-married; Other-service; Own-child; White; Male;0;0;40; United-States
982;35; Private;199352; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1977;80; United-States
983;36; Private;29984; 12th;8; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
984;30; Private;181651; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
985;36; Private;117312; Assoc-acdm;12; Divorced; Tech-support; Not-in-family; White; Female;0;0;60; United-States
986;22; Local-gov;34029; Bachelors;13; Never-married; Prof-specialty; Own-child; White; Female;0;0;20; United-States
987;38; Private;132879; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;1902;40; United-States
988;37; Private;215310; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
989;48; State-gov;55863; Doctorate;16; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;1902;46; United-States
990;17; Private;220384; 11th;7; Never-married; Adm-clerical; Own-child; White; Male;0;0;15; United-States
991;19; Self-emp-not-inc;36012; Some-college;10; Never-married; Craft-repair; Own-child; White; Male;0;0;20; United-States
992;27; Private;137645; Bachelors;13; Never-married; Sales; Not-in-family; Black; Female;0;1590;40; United-States
993;22; Private;191342; Bachelors;13; Never-married; Sales; Own-child; Asian-Pac-Islander; Male;0;0;50; Taiwan
994;49; Private;31339; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
995;43; State-gov;227910; Assoc-voc;11; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;40; United-States
996;43; Private;173728; Bachelors;13; Separated; Prof-specialty; Unmarried; White; Female;0;0;40; United-States
997;19; Local-gov;167816; HS-grad;9; Divorced; Exec-managerial; Not-in-family; White; Female;0;0;35; United-States
998;58; Self-emp-not-inc;81642; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;60; United-States
999;41; Local-gov;195258; Some-college;10; Married-civ-spouse; Protective-serv; Husband; White; Male;0;0;40; United-States
1000;31; Private;232475; Some-college;10; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
1001;30; Private;241259; Assoc-voc;11; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
1002;32; Private;118161; HS-grad;9; Married-civ-spouse; Protective-serv; Husband; White; Male;0;0;40; United-States
1003;29; Private;201954; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;35; United-States
1004;42; Private;150533; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;7298;0;52; United-States
1005;38; Private;412296; HS-grad;9; Divorced; Craft-repair; Own-child; White; Male;0;0;28; United-States
1006;41; Federal-gov;133060; Assoc-acdm;12; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
1007;44; Self-emp-not-inc;120539; Bachelors;13; Never-married; Sales; Not-in-family; White; Male;0;0;50; United-States
1008;31; Private;196025; Doctorate;16; Married-spouse-absent; Prof-specialty; Not-in-family; Asian-Pac-Islander; Male;0;0;60; China
1009;34; Private;107793; HS-grad;9; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
1010;21; Private;163870; Some-college;10; Never-married; Adm-clerical; Own-child; White; Male;0;0;40; United-States
1011;22; Self-emp-not-inc;361280; Bachelors;13; Never-married; Prof-specialty; Own-child; Asian-Pac-Islander; Male;0;0;20; India
1012;62; Private;92178; 10th;6; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
1013;29; Self-emp-inc;260729; HS-grad;9; Married-civ-spouse; Sales; Wife; White; Female;0;1977;25; United-States
1014;43; Private;182254; Some-college;10; Divorced; Prof-specialty; Unmarried; White; Female;0;0;40; United-States
1015;45; Self-emp-inc;149865; Bachelors;13; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;60; United-States
1016;39; Self-emp-inc;218184; 9th;5; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;1651;40; Mexico
1017;41; Private;118619; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; Black; Male;0;0;50; United-States
1018;34; Self-emp-not-inc;196791; Assoc-acdm;12; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;25; United-States
1019;34; Local-gov;167999; HS-grad;9; Divorced; Adm-clerical; Unmarried; White; Female;0;0;33; United-States
1020;31; Private;51259; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;47; United-States
1021;29; Private;131088; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;25; United-States
1022;41; Private;118212; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;3103;0;40; United-States
1023;41; Private;293791; Assoc-voc;11; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;55; United-States
1024;35; Self-emp-inc;289430; Masters;14; Married-civ-spouse; Sales; Husband; White; Male;0;0;45; Mexico
1025;33; Private;35378; Bachelors;13; Married-civ-spouse; Sales; Wife; White; Female;0;0;45; United-States
1026;37; State-gov;60227; Bachelors;13; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;38; United-States
1027;69; Private;168139; HS-grad;9; Married-civ-spouse; Sales; Wife; White; Female;0;0;40; United-States
1028;34; Private;290763; HS-grad;9; Divorced; Handlers-cleaners; Own-child; White; Female;0;0;40; United-States
1029;36; Private;51100; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
1030;41; Private;227644; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;50; United-States
1031;58; Local-gov;205267; Bachelors;13; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;40; United-States
1032;53; Private;288020; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; Asian-Pac-Islander; Male;0;0;40; Japan
1033;29; Private;140863; Some-college;10; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
1034;45; Federal-gov;170915; HS-grad;9; Divorced; Tech-support; Not-in-family; White; Female;4865;0;40; United-States
1035;34; State-gov;50178; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;38; United-States
1036;36; Private;112497; Bachelors;13; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
1037;48; Private;95244; Some-college;10; Divorced; Other-service; Unmarried; Black; Female;0;0;35; United-States
1038;20; Private;117606; Assoc-voc;11; Never-married; Adm-clerical; Own-child; White; Female;0;0;40; United-States
1039;35; Private;89508; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;50; United-States
1040;63; Federal-gov;124244; HS-grad;9; Widowed; Handlers-cleaners; Not-in-family; Black; Male;0;0;40; United-States
1041;41; Self-emp-not-inc;154374; Some-college;10; Divorced; Other-service; Unmarried; White; Male;0;0;45; United-States
1042;28; Private;294936; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;45; United-States
1043;30; Private;347132; Some-college;10; Never-married; Machine-op-inspct; Not-in-family; Black; Female;0;0;40; United-States
1044;31; Private;316672; HS-grad;9; Never-married; Other-service; Unmarried; White; Female;0;0;40; Mexico
1045;37; Private;189382; Assoc-voc;11; Never-married; Adm-clerical; Own-child; White; Female;0;0;38; United-States
1046;31; Private;184307; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; Jamaica
1047;46; Self-emp-not-inc;246212; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;45; United-States
1048;35; Federal-gov;250504; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; Black; Male;0;0;60; United-States
1049;27; Private;138705; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;53; United-States
1050;41; Private;328447; 1st-4th;2; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;35; Mexico
1051;19; Private;194608; Some-college;10; Never-married; Other-service; Own-child; White; Female;0;0;20; United-States
1052;20; Private;230891; Some-college;10; Never-married; Sales; Not-in-family; White; Male;0;0;45; United-States
1053;59; Federal-gov;212448; HS-grad;9; Widowed; Sales; Unmarried; White; Female;0;0;40; Germany
1054;40; Private;214010; Bachelors;13; Never-married; Other-service; Not-in-family; White; Male;0;0;37; United-States
1055;56; Self-emp-not-inc;200235; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;60; United-States
1056;33; Private;354573; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;15024;0;44; United-States
1057;30; Self-emp-inc;205733; Some-college;10; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;60; United-States
1058;46; Private;185041; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;50; United-States
1059;61; Self-emp-inc;84409; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;35; United-States
1060;50; Self-emp-inc;293196; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;7298;0;40; United-States
1061;25; Private;241626; HS-grad;9; Never-married; Other-service; Own-child; White; Male;0;0;30; United-States
1062;40; Private;520586; Some-college;10; Divorced; Adm-clerical; Unmarried; White; Female;0;0;39; United-States
1063;51; Private;302847; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;54; United-States
1064;43; State-gov;165309; HS-grad;9; Married-civ-spouse; Protective-serv; Husband; White; Male;0;0;40; United-States
1065;34; Private;117529; Some-college;10; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;54; Mexico
1066;46; Private;106092; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;45; United-States
1067;28; State-gov;445824; Masters;14; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;50; United-States
1068;20; Private;275691; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;28; United-States
1069;44; Private;193459; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; White; Male;3411;0;40; United-States
1070;51; Private;284329; HS-grad;9; Widowed; Transport-moving; Unmarried; White; Male;0;0;40; United-States
1071;33; Private;114691; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;60; United-States
1072;54; Private;96062; Assoc-acdm;12; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
1073;50; Private;133963; Bachelors;13; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;1977;40; United-States
1074;33; Private;178506; HS-grad;9; Divorced; Adm-clerical; Not-in-family; Black; Female;0;0;40; United-States
1075;65; Private;350498; Bachelors;13; Married-civ-spouse; Adm-clerical; Husband; White; Male;10605;0;20; United-States
1076;88; Self-emp-not-inc;206291; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
1077;40; Private;182302; HS-grad;9; Divorced; Transport-moving; Not-in-family; White; Male;0;0;40; United-States
1078;51; Private;241346; HS-grad;9; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;43; United-States
1079;50; Private;157043; 11th;7; Divorced; Other-service; Not-in-family; Black; Female;0;0;40; United-States
1080;25; Private;404616; Masters;14; Married-civ-spouse; Farming-fishing; Not-in-family; White; Male;0;0;99; United-States
1081;20; Private;411862; Assoc-voc;11; Never-married; Other-service; Not-in-family; White; Male;0;0;30; United-States
1082;47; Private;183013; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
1083;22; Private;188544; Assoc-voc;11; Never-married; Adm-clerical; Own-child; White; Female;0;0;30; United-States
1084;50; State-gov;356619; HS-grad;9; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;48; United-States
1085; ; Private;45857; HS-grad;9; Never-married; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
1086;24; Local-gov;289886; 11th;7; Never-married; Other-service; Not-in-family; Asian-Pac-Islander; Male;0;0;45; United-States
1087;40; Private;216237; Bachelors;13; Divorced; Exec-managerial; Not-in-family; White; Female;0;0;45; United-States
1088;36; Private;416745; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
1089;32; Private;202952; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
1090;44; Private;167725; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
1091;59; Federal-gov;43280; Some-college;10; Never-married; Exec-managerial; Own-child; Black; Female;0;0;40; United-States
1092;65; Private;118779; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;30; United-States
1093;24; State-gov;191269; Bachelors;13; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;65; United-States
1094;27; Local-gov;247507; Bachelors;13; Never-married; Prof-specialty; Own-child; White; Male;0;0;35; United-States
1095;51; Private;239155; Assoc-voc;11; Divorced; Other-service; Not-in-family; White; Male;0;0;40; United-States
